AFP_ENG_20090531.0001	0	58	Chile swine flu cases jump to 276	NNP VBP NN NNS VBP TO CD	B-NP B-VP B-NP I-NP B-VP B-PP O	0 6 12 16 22 27 30	amod(flu_NN_2_12, swine_JJ_1_6); nn(cases_NNS_3_16, Chile_NNP_0_0); nn(cases_NNS_3_16, flu_NN_2_12); nsubj(jump_VBP_4_22, cases_NNS_3_16); prep(jump_VBP_4_22, to_IN_5_27); pobj(to_IN_5_27, 276_CD_6_30)
AFP_ENG_20090531.0012	8	1019	William is reportedly giving his brother advice ahead of his first helicopter flight in the coming weeks , and Harry admitted that he had found the training difficult .	NNP VBZ RB VBG PRP$ NN NN RB IN PRP$ JJ NN NN IN DT JJ NNS , CC NNP VBD IN PRP VBD VBN DT NN JJ .	B-NP B-VP I-VP I-VP B-NP I-NP I-NP B-ADVP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP O O B-NP B-VP B-SBAR B-NP B-VP I-VP B-NP I-NP I-NP O	0 8 11 22 29 33 41 48 54 57 61 67 78 85 88 92 99 104 106 110 116 125 130 133 137 143 147 156 165	nsubj(giving_VBG_3_22, William_NNP_0_0); aux(giving_VBG_3_22, is_VBZ_1_8); advmod(giving_VBG_3_22, reportedly_RB_2_11); dobj(giving_VBG_3_22, advice_NN_6_41); advmod(giving_VBG_3_22, ahead_RB_7_48); punct(giving_VBG_3_22, ,_,_17_104); cc(giving_VBG_3_22, and_CC_18_106); conj(giving_VBG_3_22, admitted_VBD_20_116); poss(advice_NN_6_41, his_PRP$_4_29); nn(advice_NN_6_41, brother_NN_5_33); prep(ahead_RB_7_48, of_IN_8_54); pobj(of_IN_8_54, flight_NN_12_78); poss(flight_NN_12_78, his_PRP$_9_57); amod(flight_NN_12_78, first_JJ_10_61); nn(flight_NN_12_78, helicopter_NN_11_67); prep(flight_NN_12_78, in_IN_13_85); pobj(in_IN_13_85, weeks_NNS_16_99); det(weeks_NNS_16_99, the_DT_14_88); amod(weeks_NNS_16_99, coming_VBG_15_92); nsubj(admitted_VBD_20_116, Harry_NNP_19_110); ccomp(admitted_VBD_20_116, found_VBN_24_137); punct(admitted_VBD_20_116, ._._28_165); complm(found_VBN_24_137, that_IN_21_125); nsubj(found_VBN_24_137, he_PRP_22_130); aux(found_VBN_24_137, had_VBD_23_133); ccomp(found_VBN_24_137, difficult_JJ_27_156); det(training_NN_26_147, the_DT_25_143); nsubj(difficult_JJ_27_156, training_NN_26_147)
AFP_ENG_20090531.0012	9	1195	" The flying courses are so intense , " he said , adding : " It 's surprised me . "	`` DT VBG NNS VBP RB JJ , '' PRP VBD , VBG : `` PRP VBZ VBN PRP . ''	O B-NP I-NP I-NP B-VP B-ADJP I-ADJP O O B-NP B-VP O B-VP O O B-NP B-VP I-VP B-NP O O	0 1 5 12 20 24 27 34 35 37 40 44 46 52 54 55 57 60 70 72 73	det(courses_NNS_3_12, The_DT_1_1); amod(courses_NNS_3_12, flying_VBG_2_5); punct(are_VBP_4_20, "_``_0_0); nsubj(are_VBP_4_20, courses_NNS_3_12); acomp(are_VBP_4_20, intense_JJ_6_27); advmod(intense_JJ_6_27, so_RB_5_24); ccomp(said_VBD_10_40, are_VBP_4_20); punct(said_VBD_10_40, ,_,_7_34); punct(said_VBD_10_40, "_''_8_35); nsubj(said_VBD_10_40, he_PRP_9_37); punct(said_VBD_10_40, ,_,_11_44); advcl(said_VBD_10_40, adding_VBG_12_46); punct(said_VBD_10_40, ._._19_72); punct(said_VBD_10_40, "_''_20_73); punct(adding_VBG_12_46, :_:_13_52); punct(adding_VBG_12_46, "_``_14_54); ccomp(adding_VBG_12_46, 's_VBZ_16_57); nsubj('s_VBZ_16_57, It_PRP_15_55); acomp('s_VBZ_16_57, surprised_JJ_17_60); dobj(surprised_JJ_17_60, me_PRP_18_70)
AFP_ENG_20090531.0012	10	1279	He said : " There 's times when I thought , you know , I 'm really not cut out for this , mentally .	PRP VBD : `` EX VBZ NNS WRB PRP VBD , PRP VBP , PRP VBP RB RB VB RP IN DT , RB .	B-NP B-VP O O B-NP B-VP B-NP B-ADVP B-NP B-VP O B-NP B-VP O B-NP B-VP I-VP I-VP I-VP B-PRT B-NP I-NP O B-ADVP O	0 3 7 9 10 15 18 24 29 31 38 40 44 48 50 51 54 61 65 69 73 77 81 83 91	nsubj(said_VBD_1_3, He_PRP_0_0); punct(said_VBD_1_3, :_:_2_7); punct(said_VBD_1_3, "_``_3_9); ccomp(said_VBD_1_3, 's_VBZ_5_15); ccomp(said_VBD_1_3, cut_VBN_18_65); advmod(said_VBD_1_3, mentally_RB_23_83); punct(said_VBD_1_3, ._._24_91); expl('s_VBZ_5_15, There_EX_4_10); attr('s_VBZ_5_15, times_NNS_6_18); rcmod(times_NNS_6_18, thought_VBD_9_31); advmod(thought_VBD_9_31, when_WRB_7_24); nsubj(thought_VBD_9_31, I_PRP_8_29); nsubj(know_VBP_12_44, you_PRP_11_40); punct('m_VBP_15_51, ,_,_10_38); parataxis('m_VBP_15_51, know_VBP_12_44); punct('m_VBP_15_51, ,_,_13_48); nsubj('m_VBP_15_51, I_PRP_14_50); advmod('m_VBP_15_51, really_RB_16_54); auxpass(cut_VBN_18_65, 'm_VBP_15_51); neg(cut_VBN_18_65, not_RB_17_61); prt(cut_VBN_18_65, out_RP_19_69); prep(cut_VBN_18_65, for_IN_20_73); punct(cut_VBN_18_65, ,_,_22_81); pobj(for_IN_20_73, this_DT_21_77)
AFP_ENG_20090531.0012	11	1372	I hope I 've got the physical skills to fly a helicopter .	PRP VBP PRP VBP VBD DT JJ NNS TO VB DT NN .	B-NP B-VP B-NP B-VP I-VP B-NP I-NP I-NP B-VP I-VP B-NP I-NP O	0 2 7 8 12 16 20 29 36 39 43 45 55	nsubj(hope_VBP_1_2, I_PRP_0_0); ccomp(hope_VBP_1_2, got_VBN_4_12); punct(hope_VBP_1_2, ._._12_55); nsubj(got_VBN_4_12, I_PRP_2_7); aux(got_VBN_4_12, 've_VBP_3_8); dobj(got_VBN_4_12, skills_NNS_7_29); advcl(got_VBN_4_12, fly_VB_9_39); det(skills_NNS_7_29, the_DT_5_16); amod(skills_NNS_7_29, physical_JJ_6_20); aux(fly_VB_9_39, to_TO_8_36); dobj(fly_VB_9_39, helicopter_NN_11_45); det(helicopter_NN_11_45, a_DT_10_43)
AFP_ENG_20090531.0012	12	1438	" But mentally , there are the exams and everything .	`` CC RB , EX VBP DT NNS CC NN .	O O B-ADVP O B-NP B-VP B-NP I-NP I-NP I-NP O	0 1 5 13 15 21 25 29 35 39 49	(everything_NN_9_39); punct(are_VBP_5_21, "_``_0_0); cc(are_VBP_5_21, But_CC_1_1); advmod(are_VBP_5_21, mentally_RB_2_5); punct(are_VBP_5_21, ,_,_3_13); expl(are_VBP_5_21, there_EX_4_15); attr(are_VBP_5_21, exams_NNS_7_29); cc(are_VBP_5_21, and_CC_8_35); punct(are_VBP_5_21, ._._10_49); det(exams_NNS_7_29, the_DT_6_25)
AFP_ENG_20090531.0012	13	1489	I mean , I ca n't do maths , I gave that up when I left school , as anyone does at that age .	PRP VBP , PRP MD RB VB NNS , PRP VBD DT IN WRB PRP VBD NN , IN NN VBZ IN DT NN .	B-NP B-VP O B-NP B-VP I-VP I-VP B-NP O B-NP B-VP B-NP I-NP B-ADVP B-NP B-VP B-NP O B-SBAR B-NP B-VP B-PP B-NP I-NP O	0 2 6 8 10 12 16 19 24 26 28 33 38 41 46 48 53 59 61 64 71 76 79 84 87	nsubj(mean_VBP_1_2, I_PRP_0_0); parataxis(do_VB_6_16, mean_VBP_1_2); punct(do_VB_6_16, ,_,_2_6); nsubj(do_VB_6_16, I_PRP_3_8); aux(do_VB_6_16, ca_MD_4_10); neg(do_VB_6_16, n't_RB_5_12); dobj(do_VB_6_16, maths_NNS_7_19); punct(gave_VBD_10_28, ,_,_8_24); nsubj(gave_VBD_10_28, I_PRP_9_26); dobj(gave_VBD_10_28, that_DT_11_33); prt(gave_VBD_10_28, up_RP_12_38); advcl(gave_VBD_10_28, left_VBD_15_48); punct(gave_VBD_10_28, ,_,_17_59); punct(gave_VBD_10_28, ._._24_87); advmod(left_VBD_15_48, when_WRB_13_41); nsubj(left_VBD_15_48, I_PRP_14_46); dobj(left_VBD_15_48, school_NN_16_53); advcl(left_VBD_15_48, does_VBZ_20_71); mark(does_VBZ_20_71, as_IN_18_61); nsubj(does_VBZ_20_71, anyone_NN_19_64); prep(does_VBZ_20_71, at_IN_21_76); pobj(at_IN_21_76, age_NN_23_84); det(age_NN_23_84, that_DT_22_79)
AFP_ENG_20090531.0012	14	1578	But I 've been throwing myself back in the deep end . "	CC PRP VBP VBN VBG PRP RB IN DT JJ NN . ''	O B-NP B-VP I-VP I-VP B-NP B-ADVP B-PP B-NP I-NP I-NP O O	0 4 5 9 14 23 30 35 38 42 47 50 51	cc(throwing_VBG_4_14, But_CC_0_0); nsubj(throwing_VBG_4_14, I_PRP_1_4); aux(throwing_VBG_4_14, 've_VBP_2_5); aux(throwing_VBG_4_14, been_VBN_3_9); dobj(throwing_VBG_4_14, myself_PRP_5_23); advmod(throwing_VBG_4_14, back_RB_6_30); punct(throwing_VBG_4_14, ._._11_50); punct(throwing_VBG_4_14, "_''_12_51); prep(back_RB_6_30, in_IN_7_35); pobj(in_IN_7_35, end_NN_10_47); det(end_NN_10_47, the_DT_8_38); amod(end_NN_10_47, deep_JJ_9_42)
AFP_ENG_20090531.0012	15	1640	Harry has recently returned from a two-day visit to New York , which he described as a "nice break " from the training .	NNP VBZ RB VBN IN DT JJ NN TO NNP NNP , WDT PRP VBD IN DT JJ NN '' IN DT NN .	B-NP B-VP I-VP I-VP B-PP B-NP I-NP I-NP B-PP B-NP I-NP O B-NP B-NP B-VP B-PP B-NP I-NP I-NP O B-PP B-NP I-NP O	0 6 10 19 28 33 35 43 49 52 56 60 62 68 71 81 84 86 92 97 99 104 108 116	nsubj(returned_VBN_3_19, Harry_NNP_0_0); aux(returned_VBN_3_19, has_VBZ_1_6); advmod(returned_VBN_3_19, recently_RB_2_10); prep(returned_VBN_3_19, from_IN_4_28); punct(returned_VBN_3_19, ._._26_116); pobj(from_IN_4_28, visit_NN_9_43); hmod(day_NN_8_39, two_CD_6_35); hyph(day_NN_8_39, -_HYPH_7_38); det(visit_NN_9_43, a_DT_5_33); nn(visit_NN_9_43, day_NN_8_39); prep(visit_NN_9_43, to_IN_10_49); punct(visit_NN_9_43, ,_,_13_60); rcmod(visit_NN_9_43, described_VBD_16_71); pobj(to_IN_10_49, York_NNP_12_56); nn(York_NNP_12_56, New_NNP_11_52); dobj(described_VBD_16_71, which_WDT_14_62); nsubj(described_VBD_16_71, he_PRP_15_68); prep(described_VBD_16_71, as_IN_17_81); pobj(as_IN_17_81, break_NN_21_92); det(break_NN_21_92, a_DT_18_84); punct(break_NN_21_92, "_``_19_86); amod(break_NN_21_92, nice_JJ_20_87); punct(break_NN_21_92, "_''_22_97); prep(break_NN_21_92, from_IN_23_99); pobj(from_IN_23_99, training_NN_25_108); det(training_NN_25_108, the_DT_24_104)
AFP_ENG_20090531.0012	16	1758	It was his first trip abroad as official representative of Buckingham Palace .	PRP VBD PRP$ JJ NN RB IN JJ NN IN NNP NNP .	B-NP B-VP B-NP I-NP I-NP B-ADVP B-PP B-NP I-NP B-PP B-NP I-NP O	0 3 7 11 17 22 29 32 41 56 59 70 76	nsubj(was_VBD_1_3, It_PRP_0_0); attr(was_VBD_1_3, trip_NN_4_17); punct(was_VBD_1_3, ._._12_76); poss(trip_NN_4_17, his_PRP$_2_7); amod(trip_NN_4_17, first_JJ_3_11); advmod(trip_NN_4_17, abroad_RB_5_22); prep(trip_NN_4_17, as_IN_6_29); pobj(as_IN_6_29, representative_NN_8_41); amod(representative_NN_8_41, official_JJ_7_32); prep(representative_NN_8_41, of_IN_9_56); pobj(of_IN_9_56, Palace_NNP_11_70); nn(Palace_NNP_11_70, Buckingham_NNP_10_59)
AFP_ENG_20090531.0013	0	58	Football : Perez to take reins at Real Madrid again	NN : NNP TO VB NNS IN JJ NNP RB	B-NP O B-NP B-VP I-VP B-NP B-PP B-NP I-NP I-NP	0 8 10 16 19 24 30 33 38 45	punct(Football_NN_0_0, :_:_1_8); appos(Football_NN_0_0, Perez_NNP_2_10); xcomp(Football_NN_0_0, take_VB_4_19); aux(take_VB_4_19, to_TO_3_16); dobj(take_VB_4_19, reins_NNS_5_24); prep(take_VB_4_19, at_IN_6_30); advmod(take_VB_4_19, again_RB_9_45); pobj(at_IN_6_30, Madrid_NNP_8_38); nn(Madrid_NNP_8_38, Real_NNP_7_33)
AFP_ENG_20090531.0013	1	182	Spanish construction magnate Florentino Perez will be sworn in as president of Real Madrid again later on Monday as no other candidate stood against him before the deadline , the club said .	JJ NN JJ NNP NNP MD VB VBN IN IN NN IN NNP NNP RB RBR IN NNP IN DT JJ NN VBD IN PRP IN DT NN , DT NN VBD .	B-NP I-NP B-NP I-NP I-NP B-VP I-VP I-VP B-PP B-PP B-NP B-PP B-NP I-NP I-NP B-ADVP B-PP B-NP B-SBAR B-NP I-NP I-NP B-VP B-PP B-NP B-PP B-NP I-NP O B-NP I-NP B-VP O	0 8 21 29 40 46 51 54 60 63 66 76 79 84 91 97 103 106 113 116 119 125 135 141 149 153 160 164 172 174 178 183 187	amod(magnate_NN_2_21, Spanish_JJ_0_0); nn(magnate_NN_2_21, construction_NN_1_8); nn(Perez_NNP_4_40, magnate_NN_2_21); nn(Perez_NNP_4_40, Florentino_NNP_3_29); nsubjpass(sworn_VBN_7_54, Perez_NNP_4_40); aux(sworn_VBN_7_54, will_MD_5_46); auxpass(sworn_VBN_7_54, be_VB_6_51); prt(sworn_VBN_7_54, in_RP_8_60); prep(sworn_VBN_7_54, as_IN_9_63); advmod(sworn_VBN_7_54, again_RB_14_91); advmod(sworn_VBN_7_54, later_RB_15_97); prep(sworn_VBN_7_54, on_IN_16_103); advcl(sworn_VBN_7_54, stood_VBD_22_135); pobj(as_IN_9_63, president_NN_10_66); prep(president_NN_10_66, of_IN_11_76); pobj(of_IN_11_76, Madrid_NNP_13_84); nn(Madrid_NNP_13_84, Real_NNP_12_79); pobj(on_IN_16_103, Monday_NNP_17_106); det(candidate_NN_21_125, no_DT_19_116); amod(candidate_NN_21_125, other_JJ_20_119); mark(stood_VBD_22_135, as_IN_18_113); nsubj(stood_VBD_22_135, candidate_NN_21_125); prep(stood_VBD_22_135, against_IN_23_141); prep(stood_VBD_22_135, before_IN_25_153); pobj(against_IN_23_141, him_PRP_24_149); pobj(before_IN_25_153, deadline_NN_27_164); det(deadline_NN_27_164, the_DT_26_160); det(club_NN_30_178, the_DT_29_174); ccomp(said_VBD_31_183, sworn_VBN_7_54); punct(said_VBD_31_183, ,_,_28_172); nsubj(said_VBD_31_183, club_NN_30_178); punct(said_VBD_31_183, ._._32_187)
AFP_ENG_20090531.0013	2	380	The 62-year-old will be sworn in at the Real 's Santiago Bernabeu stadium at 1 pm ( 1100 GMT ) , the club said in a statement posted on its website shortly after the deadline of midnight ( 2200 GMT ) on Sunday had expired .	DT JJ MD VB VBN IN IN DT NNP POS NNP NNP NN IN CD NN -LRB- CD NN -RRB- , DT NN VBD IN DT NN VBD IN PRP$ NN RB IN DT NN IN NN -LRB- CD NN -RRB- IN NNP VBD VBN .	B-NP I-NP B-VP I-VP I-VP B-ADVP B-PP B-NP I-NP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP B-VP B-PP B-NP I-NP B-VP B-PP B-NP I-NP B-ADVP B-SBAR B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-NP B-VP I-VP O	0 4 16 21 24 30 33 36 40 44 47 56 65 73 76 78 81 82 87 90 91 93 97 102 107 110 112 122 129 132 136 144 152 158 162 171 174 183 184 189 192 194 197 204 208 215	hmod(year_NN_3_7, 62_CD_1_4); hyph(year_NN_3_7, -_HYPH_2_6); det(old_JJ_5_12, The_DT_0_0); hmod(old_JJ_5_12, year_NN_3_7); hyph(old_JJ_5_12, -_HYPH_4_11); nsubjpass(sworn_VBN_8_24, old_JJ_5_12); aux(sworn_VBN_8_24, will_MD_6_16); auxpass(sworn_VBN_8_24, be_VB_7_21); prt(sworn_VBN_8_24, in_RP_9_30); prep(sworn_VBN_8_24, at_IN_10_33); prep(sworn_VBN_8_24, at_IN_17_73); pobj(at_IN_10_33, stadium_NN_16_65); det(Real_NNP_12_40, the_DT_11_36); possessive(Real_NNP_12_40, 's_POS_13_44); nn(Bernabeu_NNP_15_56, Santiago_NNP_14_47); poss(stadium_NN_16_65, Real_NNP_12_40); nn(stadium_NN_16_65, Bernabeu_NNP_15_56); pobj(at_IN_17_73, pm_NN_19_78); num(pm_NN_19_78, 1_CD_18_76); punct(pm_NN_19_78, _-LRB-_20_81); appos(pm_NN_19_78, GMT_NNP_22_87); punct(pm_NN_19_78, _-RRB-_23_90); num(GMT_NNP_22_87, 1100_CD_21_82); det(club_NN_26_97, the_DT_25_93); ccomp(said_VBD_27_102, sworn_VBN_8_24); punct(said_VBD_27_102, ,_,_24_91); nsubj(said_VBD_27_102, club_NN_26_97); prep(said_VBD_27_102, in_IN_28_107); punct(said_VBD_27_102, ._._49_215); pobj(in_IN_28_107, statement_NN_30_112); det(statement_NN_30_112, a_DT_29_110); partmod(statement_NN_30_112, posted_VBN_31_122); prep(posted_VBN_31_122, on_IN_32_129); advcl(posted_VBN_31_122, expired_VBN_48_208); pobj(on_IN_32_129, website_NN_34_136); poss(website_NN_34_136, its_PRP$_33_132); advmod(after_IN_36_152, shortly_RB_35_144); det(deadline_NN_38_162, the_DT_37_158); prep(deadline_NN_38_162, of_IN_39_171); punct(deadline_NN_38_162, _-LRB-_41_183); appos(deadline_NN_38_162, GMT_NNP_43_189); punct(deadline_NN_38_162, _-RRB-_44_192); prep(deadline_NN_38_162, on_IN_45_194); pobj(of_IN_39_171, midnight_NN_40_174); num(GMT_NNP_43_189, 2200_CD_42_184); pobj(on_IN_45_194, Sunday_NNP_46_197); mark(expired_VBN_48_208, after_IN_36_152); nsubj(expired_VBN_48_208, deadline_NN_38_162); aux(expired_VBN_48_208, had_VBD_47_204)
AFP_ENG_20090531.0013	3	606	Several challengers who had been expected to oppose him pulled out or were not able to lodge a bank guarantee of 57.4 million euros ( 81.1 million dollars ) required by the club to be able to run for president .	JJ NNS WP VBD VBN VBN TO VB PRP VBD RP CC VBD RB JJ TO VB DT NN NN IN CD CD NNS -LRB- CD CD NNS -RRB- VBN IN DT NN TO VB JJ TO VB IN NN .	B-NP I-NP B-NP B-VP I-VP I-VP I-VP I-VP B-NP B-VP B-PRT O B-VP O B-ADJP B-VP I-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-VP B-PP B-NP I-NP B-VP I-VP B-ADJP B-VP I-VP B-PP B-NP O	0 8 20 24 28 33 42 45 52 56 63 67 70 75 79 84 87 93 95 100 110 113 118 126 132 133 138 146 153 155 164 167 171 176 179 182 187 190 194 198 207	amod(challengers_NNS_1_8, Several_JJ_0_0); rcmod(challengers_NNS_1_8, expected_VBN_5_33); punct(challengers_NNS_1_8, ._._40_207); nsubjpass(expected_VBN_5_33, who_WP_2_20); aux(expected_VBN_5_33, had_VBD_3_24); auxpass(expected_VBN_5_33, been_VBN_4_28); xcomp(expected_VBN_5_33, oppose_VB_7_45); cc(expected_VBN_5_33, or_CC_11_67); conj(expected_VBN_5_33, were_VBD_12_70); aux(oppose_VB_7_45, to_TO_6_42); dobj(oppose_VB_7_45, him_PRP_8_52); advcl(oppose_VB_7_45, pulled_VBN_9_56); prt(pulled_VBN_9_56, out_RP_10_63); neg(were_VBD_12_70, not_RB_13_75); acomp(were_VBD_12_70, able_JJ_14_79); xcomp(able_JJ_14_79, lodge_VB_16_87); aux(lodge_VB_16_87, to_TO_15_84); dobj(lodge_VB_16_87, guarantee_NN_19_100); det(guarantee_NN_19_100, a_DT_17_93); nn(guarantee_NN_19_100, bank_NN_18_95); prep(guarantee_NN_19_100, of_IN_20_110); pobj(of_IN_20_110, euros_NNS_23_126); number(million_CD_22_118, 57.4_CD_21_113); num(euros_NNS_23_126, million_CD_22_118); punct(euros_NNS_23_126, _-LRB-_24_132); appos(euros_NNS_23_126, dollars_NNS_27_146); punct(euros_NNS_23_126, _-RRB-_28_153); partmod(euros_NNS_23_126, required_VBN_29_155); number(million_CD_26_138, 81.1_CD_25_133); num(dollars_NNS_27_146, million_CD_26_138); agent(required_VBN_29_155, by_IN_30_164); xcomp(required_VBN_29_155, be_VB_34_179); pobj(by_IN_30_164, club_NN_32_171); det(club_NN_32_171, the_DT_31_167); aux(be_VB_34_179, to_TO_33_176); acomp(be_VB_34_179, able_JJ_35_182); xcomp(able_JJ_35_182, run_VB_37_190); aux(run_VB_37_190, to_TO_36_187); prep(run_VB_37_190, for_IN_38_194); pobj(for_IN_38_194, president_NN_39_198)
AFP_ENG_20090531.0013	4	824	Perez last led Real , Spain 's historically most successful team and the world 's richest football club by revenues , from 2000 to 2006 .	NNP JJ VBD NNP , NNP POS RB RBS JJ NN CC DT NN POS JJS NN NN IN NNS , IN CD TO CD .	B-NP I-NP I-NP I-NP O B-NP B-NP B-ADJP I-ADJP I-ADJP B-NP O B-NP I-NP B-NP I-NP I-NP I-NP B-PP B-NP O B-PP B-NP B-PP B-NP O	0 6 11 15 19 21 26 29 42 47 58 63 67 71 76 79 87 96 101 104 112 114 119 124 127 131	nsubj(led_VBD_2_11, Perez_NNP_0_0); advmod(led_VBD_2_11, last_JJ_1_6); dobj(led_VBD_2_11, Real_NNP_3_15); prep(led_VBD_2_11, from_IN_21_114); punct(led_VBD_2_11, ._._25_131); punct(Real_NNP_3_15, ,_,_4_19); appos(Real_NNP_3_15, team_NN_10_58); punct(Real_NNP_3_15, ,_,_20_112); possessive(Spain_NNP_5_21, 's_POS_6_26); advmod(successful_JJ_9_47, historically_RB_7_29); advmod(successful_JJ_9_47, most_RBS_8_42); poss(team_NN_10_58, Spain_NNP_5_21); amod(team_NN_10_58, successful_JJ_9_47); cc(team_NN_10_58, and_CC_11_63); conj(team_NN_10_58, club_NN_17_96); det(world_NN_13_71, the_DT_12_67); possessive(world_NN_13_71, 's_POS_14_76); poss(club_NN_17_96, world_NN_13_71); amod(club_NN_17_96, richest_JJS_15_79); nn(club_NN_17_96, football_NN_16_87); prep(club_NN_17_96, by_IN_18_101); pobj(by_IN_18_101, revenues_NNS_19_104); pobj(from_IN_21_114, 2000_CD_22_119); prep(from_IN_21_114, to_IN_23_124); pobj(to_IN_23_124, 2006_CD_24_127)
AFP_ENG_20090531.0013	5	966	Under his rein Real earned the nickname " Los Galacticos" , winning the Primera Liga twice and the European Champions League with such stars as Zinedine Zidane , Ronaldo , Luis Figo and David Beckham .	IN PRP$ NN RB VBD DT NN `` NNP NNP , VBG DT NNP NNP RB CC DT JJ NNP NNP IN JJ NNS IN NNP NNP , NNP , NNP NNP CC NNP NNP .	B-PP B-NP I-NP B-ADVP B-VP B-NP I-NP O B-NP I-NP O B-VP B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP O B-NP O B-NP I-NP O B-NP I-NP O	0 6 10 15 20 27 31 40 41 45 56 58 66 70 78 83 89 93 97 106 116 123 128 133 139 142 151 157 159 166 168 173 178 182 188 195	pobj(Under_IN_0_0, rein_NN_2_10); poss(rein_NN_2_10, his_PRP$_1_6); appos(rein_NN_2_10, Real_NNP_3_15); prep(earned_VBD_4_20, Under_IN_0_0); dobj(earned_VBD_4_20, nickname_NN_6_31); punct(earned_VBD_4_20, ,_,_11_56); advcl(earned_VBD_4_20, winning_VBG_12_58); punct(earned_VBD_4_20, ._._36_195); det(nickname_NN_6_31, the_DT_5_27); punct(nickname_NN_6_31, "_``_7_40); appos(nickname_NN_6_31, Galacticos_NNP_9_45); punct(nickname_NN_6_31, "_''_10_55); nn(Galacticos_NNP_9_45, Los_NNP_8_41); dobj(winning_VBG_12_58, Liga_NNP_15_78); advmod(winning_VBG_12_58, twice_RB_16_83); cc(winning_VBG_12_58, and_CC_17_89); conj(winning_VBG_12_58, League_NNP_21_116); det(Liga_NNP_15_78, the_DT_13_66); nn(Liga_NNP_15_78, Primera_NNP_14_70); det(League_NNP_21_116, the_DT_18_93); nn(League_NNP_21_116, European_NNP_19_97); nn(League_NNP_21_116, Champions_NNPS_20_106); prep(League_NNP_21_116, with_IN_22_123); pobj(with_IN_22_123, stars_NNS_24_133); amod(stars_NNS_24_133, such_JJ_23_128); prep(stars_NNS_24_133, as_IN_25_139); pobj(as_IN_25_139, Zidane_NNP_27_151); nn(Zidane_NNP_27_151, Zinedine_NNP_26_142); punct(Zidane_NNP_27_151, ,_,_28_157); conj(Zidane_NNP_27_151, Ronaldo_NNP_29_159); punct(Ronaldo_NNP_29_159, ,_,_30_166); conj(Ronaldo_NNP_29_159, Figo_NNP_32_173); nn(Figo_NNP_32_173, Luis_NNP_31_168); cc(Figo_NNP_32_173, and_CC_33_178); conj(Figo_NNP_32_173, Beckham_NNP_35_188); nn(Beckham_NNP_35_188, David_NNP_34_182)
AFP_ENG_20090531.0013	6	1172	He officially presented his candidacy on Thursday under the slogan " the dream is back " and said the team he would help build would be world beaters .	PRP RB VBD PRP$ NN IN NNP IN DT NN `` DT NN VBZ RB '' CC VBD DT NN PRP MD VB VB MD VB NN NNS .	B-NP B-ADVP B-VP B-NP I-NP B-PP B-NP B-PP B-NP I-NP O B-NP I-NP B-VP B-ADVP O O B-VP B-NP I-NP B-NP B-VP I-VP B-NP B-VP I-VP B-NP I-NP O	0 3 14 24 28 38 41 50 56 60 67 68 72 78 81 85 87 91 96 100 105 108 114 119 125 131 134 140 147	nsubj(presented_VBD_2_14, He_PRP_0_0); advmod(presented_VBD_2_14, officially_RB_1_3); dobj(presented_VBD_2_14, candidacy_NN_4_28); prep(presented_VBD_2_14, under_IN_7_50); ccomp(presented_VBD_2_14, is_VBZ_13_78); cc(presented_VBD_2_14, and_CC_16_87); conj(presented_VBD_2_14, said_VBD_17_91); punct(presented_VBD_2_14, ._._28_147); poss(candidacy_NN_4_28, his_PRP$_3_24); prep(candidacy_NN_4_28, on_IN_5_38); pobj(on_IN_5_38, Thursday_NNP_6_41); pobj(under_IN_7_50, slogan_NN_9_60); det(slogan_NN_9_60, the_DT_8_56); punct(slogan_NN_9_60, "_``_10_67); det(dream_NN_12_72, the_DT_11_68); nsubj(is_VBZ_13_78, dream_NN_12_72); advmod(is_VBZ_13_78, back_RB_14_81); punct(is_VBZ_13_78, "_''_15_85); ccomp(said_VBD_17_91, be_VB_25_131); det(team_NN_19_100, the_DT_18_96); rcmod(team_NN_19_100, help_VB_22_114); nsubj(help_VB_22_114, he_PRP_20_105); aux(help_VB_22_114, would_MD_21_108); xcomp(help_VB_22_114, build_VB_23_119); nsubj(be_VB_25_131, team_NN_19_100); aux(be_VB_25_131, would_MD_24_125); attr(be_VB_25_131, beaters_NNS_27_140); nn(beaters_NNS_27_140, world_NN_26_134)
